round_num,vignette_id,agent_id,communication_style,assessment_choice,assessment_confidence,bid_amount,was_proposer,proposal_cost,intervention_cost,final_vote,agent_reward,agent_total_cost,budget_remaining
1,ethics_mh_022,agent_00,calibrated,Option A,0.819,0.794589,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
1,ethics_mh_022,agent_01,neutral,Option A,0.842,0.954150,0,0.000000,0.001275,Option A,0.498725,0.001275,0.998725
1,ethics_mh_022,agent_02,calibrated,Option A,0.578,0.620635,0,0.000000,0.002517,Option A,0.497483,0.002517,0.997483
1,ethics_mh_022,agent_03,assertive,Option A,0.829,1.000000,1,1.006220,0.000000,Option A,-0.506220,1.006220,0.993780
1,ethics_mh_022,agent_04,neutral,Option A,0.771,0.733106,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
1,ethics_mh_022,agent_05,timid,Option A,0.826,0.323122,0,0.000000,0.002680,Option A,0.497320,0.002680,0.997320
1,ethics_mh_022,agent_06,assertive,Option A,0.836,1.000000,0,0.000000,0.003773,Option A,0.496227,0.003773,0.996227
1,ethics_mh_022,agent_07,assertive,Option A,0.950,1.000000,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
1,ethics_mh_022,agent_08,calibrated,Option A,0.543,0.642505,0,0.000000,0.004966,Option A,0.495034,0.004966,0.995034
1,ethics_mh_022,agent_09,calibrated,Option A,0.736,0.780245,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
1,ethics_mh_022,agent_10,timid,Option A,0.632,0.368901,0,0.000000,0.001273,Option A,0.498727,0.001273,0.998727
1,ethics_mh_022,agent_11,calibrated,Option A,0.521,0.464049,0,0.000000,0.003650,Option A,0.496350,0.003650,0.996350
1,ethics_mh_022,agent_12,timid,Option A,0.857,0.397883,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
1,ethics_mh_022,agent_13,assertive,Option A,0.780,1.000000,0,0.000000,0.004616,Option A,0.495384,0.004616,0.995384
1,ethics_mh_022,agent_14,timid,Option A,0.997,0.462767,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
1,ethics_mh_022,agent_15,assertive,Option A,0.878,1.000000,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
1,ethics_mh_022,agent_16,neutral,Option A,0.678,0.659652,0,0.000000,0.003419,Option A,0.496581,0.003419,0.996581
1,ethics_mh_022,agent_17,neutral,Option A,0.880,0.892861,0,0.000000,0.001908,Option A,0.498092,0.001908,0.998092
1,ethics_mh_022,agent_18,neutral,Option A,0.867,0.786625,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
1,ethics_mh_022,agent_19,timid,Option A,0.920,0.470328,0,0.000000,0.004299,Option A,0.495701,0.004299,0.995701
2,ethics_mh_096,agent_00,calibrated,Option A,1.000,1.000000,1,1.004518,0.000000,Option A,-0.504518,1.004518,0.995482
2,ethics_mh_096,agent_01,neutral,Option A,0.571,0.522875,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
2,ethics_mh_096,agent_02,calibrated,Option A,0.550,0.582092,0,0.000000,0.001762,Option A,0.498238,0.001762,0.998238
2,ethics_mh_096,agent_03,assertive,Option A,0.840,1.000000,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
2,ethics_mh_096,agent_04,neutral,Option A,0.750,0.738589,0,0.000000,0.002725,Option A,0.497275,0.002725,0.997275
2,ethics_mh_096,agent_05,timid,Option A,0.702,0.378970,0,0.000000,0.001884,Option A,0.498116,0.001884,0.998116
2,ethics_mh_096,agent_06,assertive,Option A,0.890,1.000000,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
2,ethics_mh_096,agent_07,assertive,Option A,0.518,0.748330,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
2,ethics_mh_096,agent_08,calibrated,Option A,0.861,0.825944,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
2,ethics_mh_096,agent_09,calibrated,Option A,0.630,0.657498,0,0.000000,0.003702,Option A,0.496298,0.003702,0.996298
2,ethics_mh_096,agent_10,timid,Option A,0.779,0.410921,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
2,ethics_mh_096,agent_11,calibrated,Option A,0.823,0.733128,0,0.000000,0.003998,Option A,0.496002,0.003998,0.996002
2,ethics_mh_096,agent_12,timid,Option A,0.576,0.235172,0,0.000000,0.001053,Option A,0.498947,0.001053,0.998947
2,ethics_mh_096,agent_13,assertive,Option A,0.807,1.000000,0,0.000000,0.003835,Option A,0.496165,0.003835,0.996165
2,ethics_mh_096,agent_14,timid,Option A,0.987,0.399248,0,0.000000,0.000000,Option A,0.500000,0.000000,1.000000
