round_num,vignette_id,agent_id,communication_style,assessment_choice,assessment_confidence,bid_amount,was_proposer,proposal_cost,intervention_cost,final_vote,agent_reward,agent_total_cost,budget_remaining
1,ethics_mh_078,agent_00,neutral,Option A,0.841,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001636,0.998364
1,ethics_mh_078,agent_01,calibrated,Option A,0.722,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008316,0.991684
1,ethics_mh_078,agent_02,timid,Option A,0.759,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006398,0.993602
1,ethics_mh_078,agent_03,neutral,Option A,0.899,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001510,0.998490
1,ethics_mh_078,agent_04,assertive,Option A,0.826,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004935,0.995065
1,ethics_mh_078,agent_05,timid,Option A,0.731,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002271,0.997729
1,ethics_mh_078,agent_06,calibrated,Option A,0.895,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008992,0.991008
1,ethics_mh_078,agent_07,timid,Option A,0.652,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008516,0.991484
1,ethics_mh_078,agent_08,calibrated,Option A,0.909,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007908,0.992092
1,ethics_mh_078,agent_09,calibrated,Option A,0.675,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001319,0.998681
1,ethics_mh_078,agent_10,calibrated,Option A,0.683,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002850,0.997150
1,ethics_mh_078,agent_11,assertive,Option A,0.526,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005821,0.994179
1,ethics_mh_078,agent_12,timid,Option A,0.890,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005017,0.994983
1,ethics_mh_078,agent_13,assertive,Option A,0.990,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002252,0.997748
1,ethics_mh_078,agent_14,timid,Option A,0.589,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006112,0.993888
1,ethics_mh_078,agent_15,neutral,Option A,0.656,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005813,0.994187
1,ethics_mh_078,agent_16,assertive,Option A,0.950,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002063,0.997937
1,ethics_mh_078,agent_17,neutral,Option A,0.999,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002065,0.997935
1,ethics_mh_078,agent_18,neutral,Option A,0.783,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002488,0.997512
1,ethics_mh_078,agent_19,assertive,Option A,0.969,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004055,0.995945
2,ethics_mh_009,agent_00,neutral,Option A,0.929,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003474,0.996526
2,ethics_mh_009,agent_01,calibrated,Option A,0.935,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009815,0.990185
2,ethics_mh_009,agent_02,timid,Option A,0.693,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008464,0.991536
2,ethics_mh_009,agent_03,neutral,Option A,0.767,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009015,0.990985
2,ethics_mh_009,agent_04,assertive,Option A,0.940,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006388,0.993612
2,ethics_mh_009,agent_05,timid,Option A,0.661,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003888,0.996112
2,ethics_mh_009,agent_06,calibrated,Option A,0.731,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004961,0.995039
2,ethics_mh_009,agent_07,timid,Option A,0.754,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008544,0.991456
2,ethics_mh_009,agent_08,calibrated,Option A,0.601,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004688,0.995312
2,ethics_mh_009,agent_09,calibrated,Option A,0.663,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004986,0.995014
2,ethics_mh_009,agent_10,calibrated,Option A,0.522,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009084,0.990916
2,ethics_mh_009,agent_11,assertive,Option A,0.796,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002456,0.997544
2,ethics_mh_009,agent_12,timid,Option A,0.599,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007340,0.992660
2,ethics_mh_009,agent_13,assertive,Option A,0.525,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003177,0.996823
2,ethics_mh_009,agent_14,timid,Option A,0.710,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004911,0.995089
2,ethics_mh_009,agent_15,neutral,Option A,0.547,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003061,0.996939
2,ethics_mh_009,agent_16,assertive,Option A,0.542,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008966,0.991034
2,ethics_mh_009,agent_17,neutral,Option A,0.827,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004544,0.995456
2,ethics_mh_009,agent_18,neutral,Option A,0.969,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007781,0.992219
2,ethics_mh_009,agent_19,assertive,Option A,0.551,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001657,0.998343
3,ethics_mh_099,agent_00,neutral,Option A,0.711,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006635,0.993365
3,ethics_mh_099,agent_01,calibrated,Option A,0.765,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001078,0.998922
3,ethics_mh_099,agent_02,timid,Option A,0.750,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004655,0.995345
3,ethics_mh_099,agent_03,neutral,Option A,0.799,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009089,0.990911
3,ethics_mh_099,agent_04,assertive,Option A,0.965,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007599,0.992401
3,ethics_mh_099,agent_05,timid,Option A,0.536,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005077,0.994923
3,ethics_mh_099,agent_06,calibrated,Option A,0.666,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003838,0.996162
3,ethics_mh_099,agent_07,timid,Option A,0.593,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004574,0.995426
3,ethics_mh_099,agent_08,calibrated,Option A,0.880,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003508,0.996492
3,ethics_mh_099,agent_09,calibrated,Option A,0.501,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006564,0.993436
3,ethics_mh_099,agent_10,calibrated,Option A,0.899,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009106,0.990894
3,ethics_mh_099,agent_11,assertive,Option A,0.788,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005723,0.994277
3,ethics_mh_099,agent_12,timid,Option A,0.529,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002330,0.997670
3,ethics_mh_099,agent_13,assertive,Option A,0.687,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004503,0.995497
3,ethics_mh_099,agent_14,timid,Option A,0.520,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009903,0.990097
3,ethics_mh_099,agent_15,neutral,Option A,0.996,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008246,0.991754
3,ethics_mh_099,agent_16,assertive,Option A,0.891,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004390,0.995610
3,ethics_mh_099,agent_17,neutral,Option A,0.644,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002926,0.997074
3,ethics_mh_099,agent_18,neutral,Option A,0.739,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003114,0.996886
3,ethics_mh_099,agent_19,assertive,Option A,0.891,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009171,0.990829
4,ethics_mh_067,agent_00,neutral,Option A,0.985,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002151,0.997849
4,ethics_mh_067,agent_01,calibrated,Option A,0.800,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001643,0.998357
4,ethics_mh_067,agent_02,timid,Option A,0.874,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009936,0.990064
4,ethics_mh_067,agent_03,neutral,Option A,0.552,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001777,0.998223
4,ethics_mh_067,agent_04,assertive,Option A,0.806,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008369,0.991631
4,ethics_mh_067,agent_05,timid,Option A,0.878,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009260,0.990740
4,ethics_mh_067,agent_06,calibrated,Option A,0.611,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001764,0.998236
4,ethics_mh_067,agent_07,timid,Option A,0.614,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005743,0.994257
4,ethics_mh_067,agent_08,calibrated,Option A,0.741,0.000000,0,0.000000,0.000000,Option A,0.000000,0.007905,0.992095
4,ethics_mh_067,agent_09,calibrated,Option A,0.738,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002794,0.997206
4,ethics_mh_067,agent_10,calibrated,Option A,0.504,0.000000,0,0.000000,0.000000,Option A,0.000000,0.003964,0.996036
4,ethics_mh_067,agent_11,assertive,Option A,0.552,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001529,0.998471
4,ethics_mh_067,agent_12,timid,Option A,0.920,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008340,0.991660
4,ethics_mh_067,agent_13,assertive,Option A,0.648,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005978,0.994022
4,ethics_mh_067,agent_14,timid,Option A,0.962,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001594,0.998406
4,ethics_mh_067,agent_15,neutral,Option A,0.505,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008866,0.991134
4,ethics_mh_067,agent_16,assertive,Option A,0.830,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008971,0.991029
4,ethics_mh_067,agent_17,neutral,Option A,0.784,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006240,0.993760
4,ethics_mh_067,agent_18,neutral,Option A,0.589,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006469,0.993531
4,ethics_mh_067,agent_19,assertive,Option A,0.943,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006447,0.993553
5,ethics_mh_065,agent_00,neutral,Option A,0.956,0.000000,0,0.000000,0.000000,Option A,0.000000,0.001650,0.998350
5,ethics_mh_065,agent_01,calibrated,Option A,0.842,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006769,0.993231
5,ethics_mh_065,agent_02,timid,Option A,0.700,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009554,0.990446
5,ethics_mh_065,agent_03,neutral,Option A,0.811,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008896,0.991104
5,ethics_mh_065,agent_04,assertive,Option A,0.867,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006753,0.993247
5,ethics_mh_065,agent_05,timid,Option A,0.563,0.000000,0,0.000000,0.000000,Option A,0.000000,0.006094,0.993906
5,ethics_mh_065,agent_06,calibrated,Option A,0.927,0.000000,0,0.000000,0.000000,Option A,0.000000,0.004640,0.995360
5,ethics_mh_065,agent_07,timid,Option A,0.617,0.000000,0,0.000000,0.000000,Option A,0.000000,0.008397,0.991603
5,ethics_mh_065,agent_08,calibrated,Option A,0.830,0.000000,0,0.000000,0.000000,Option A,0.000000,0.002770,0.997230
5,ethics_mh_065,agent_09,calibrated,Option A,0.594,0.000000,0,0.000000,0.000000,Option A,0.000000,0.005843,0.994157
5,ethics_mh_065,agent_10,calibrated,Option A,0.890,0.000000,0,0.000000,0.000000,Option A,0.000000,0.009469,0.990531
