round_num,vignette_id,agent_id,communication_style,assessment_choice,assessment_confidence,bid_amount,was_proposer,proposal_cost,intervention_cost,final_vote,agent_reward,agent_total_cost,budget_remaining
1,ethics_mh_017,agent_00,calibrated,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_01,calibrated,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_02,calibrated,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_03,assertive,Error: Unable to assess,0.000,0.026682,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_04,assertive,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_05,timid,Error: Unable to assess,0.000,0.031495,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_06,timid,Error: Unable to assess,0.000,0.044386,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_07,neutral,Error: Unable to assess,0.000,0.048883,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_08,assertive,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_09,neutral,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_10,timid,Error: Unable to assess,0.000,0.003553,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_11,neutral,Error: Unable to assess,0.000,0.054225,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_12,assertive,Error: Unable to assess,0.000,0.064517,1,0.064517,0.000000,Error: Unable to assess,0.435483,0.064517,1.000000
1,ethics_mh_017,agent_13,assertive,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_14,calibrated,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_15,neutral,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_16,calibrated,Error: Unable to assess,0.000,0.002709,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_17,timid,Error: Unable to assess,0.000,0.021839,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_18,timid,Error: Unable to assess,0.000,0.032622,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
1,ethics_mh_017,agent_19,neutral,Error: Unable to assess,0.000,0.039307,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_00,calibrated,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_01,calibrated,Error: Unable to assess,0.000,0.052017,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_02,calibrated,Error: Unable to assess,0.000,0.039052,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_03,assertive,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_04,assertive,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_05,timid,Error: Unable to assess,0.000,0.037644,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_06,timid,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_07,neutral,Error: Unable to assess,0.000,0.039694,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_08,assertive,Error: Unable to assess,0.000,0.060779,1,0.060779,0.000000,Error: Unable to assess,0.439221,0.060779,1.000000
2,ethics_mh_004,agent_09,neutral,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_10,timid,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_11,neutral,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_12,assertive,Error: Unable to assess,0.000,0.001899,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_13,assertive,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_14,calibrated,Error: Unable to assess,0.000,0.025787,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_15,neutral,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_16,calibrated,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_17,timid,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_18,timid,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
2,ethics_mh_004,agent_19,neutral,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_00,calibrated,Error: Unable to assess,0.000,0.093192,1,0.093192,0.000000,Error: Unable to assess,0.406808,0.093192,1.000000
3,ethics_mh_058,agent_01,calibrated,Error: Unable to assess,0.000,0.051523,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_02,calibrated,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_03,assertive,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_04,assertive,Error: Unable to assess,0.000,0.073077,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_05,timid,Error: Unable to assess,0.000,0.009924,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_06,timid,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_07,neutral,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_08,assertive,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_09,neutral,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_10,timid,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_11,neutral,Error: Unable to assess,0.000,0.005313,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_12,assertive,Error: Unable to assess,0.000,0.011411,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_13,assertive,Error: Unable to assess,0.000,0.014273,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_14,calibrated,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_15,neutral,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
3,ethics_mh_058,agent_16,calibrated,Error: Unable to assess,0.000,0.000000,0,0.000000,0.000000,Error: Unable to assess,0.500000,0.000000,1.000000
